"","masterid","sampleyear","MetricValue","deltah_final","hydro.endpoints","ChannelType","csci_Incr","RelChangeInDeltaINC","Threshold","Lower","Upper","NoFlowProblem","HealthyCSCI","RelChangeInDelta","Categories","MaxScore"
"1608","SMC01544",2021,0.76452111,-57.3207066267066,"Peak_2","NAT",0.86452111,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.76452111
"1609","901M14137",2017,0.43763239,136.294965534465,"Peak_2","NAT",0.53763239,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.43763239
"1610","904M21729",2016,0.79670314,-125.904326506827,"Peak_2","NAT",0.89670314,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.79670314
"1611","SMC16266",2011,0.82153319,-84.4415171495172,"Peak_2","NAT",0.92153319,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.82153319
"1612","SMC02536",2011,0.60351498,-28.6553146853148,"Peak_2","HB",0.70351498,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.60351498
"1613","SMC02536",2011,0.60351498,-28.6553146853148,"Peak_2","HB",0.70351498,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.60351498
"1614","SMC08335",2010,0.79271796,-1626.9310909091,"Peak_2","NAT",0.89271796,0,"NAT",-1230.88294709613,524.783859526413,"No","Yes",24.3432648147172,"Type X",0.79271796
"1615","SMC20497",2013,0.67961298,-1543.64476456877,"Peak_2","NAT",0.77961298,0,"NAT",-1230.88294709613,524.783859526413,"No","No",20.2612559995312,"Type D",0.67961298
"1616","SMC21822",2010,0.74802815,-7909.77544638694,"Peak_2","SB1",0.84802815,0,"NAT",-1230.88294709613,524.783859526413,"No","No",84.4384590253017,"Type D",0.74802815
"1617","SMC21822",2010,0.74802815,-7909.77544638694,"Peak_2","SB1",0.84802815,0,"SB2",-1623.11278299025,823.721326300524,"No","No",79.4796604026014,"Type D",0.74802815
"1618","SMC20032",2019,0.37813902,-410.214877455878,"Peak_2","HB",0.47813902,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.37813902
"1619","SMC20032",2019,0.37813902,-410.214877455878,"Peak_2","HB",0.47813902,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.37813902
"1620","SMC19697",2013,0.77587468,-1626.9310909091,"Peak_2","NAT",0.87587468,0,"NAT",-1230.88294709613,524.783859526413,"No","No",24.3432648147172,"Type D",0.77587468
"1621","412M08630",2017,0.31807442,516.897028305028,"Peak_2","HB",0.41807442,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.31807442
"1622","412M08630",2017,0.31807442,516.897028305028,"Peak_2","HB",0.41807442,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.31807442
"1623","902M18893",2017,0.80896179,-1302.05730636031,"Peak_2","NAT",0.90896179,0,"NAT",-1230.88294709613,524.783859526413,"No","Yes",5.46630005580448,"Type X",0.80896179
"1624","SMC00190",2008,0.41560858,689.541481851482,"Peak_2","HB",0.51560858,0,"NAT",-1230.88294709613,524.783859526413,"No","No",23.8937941605311,"Type D",0.41560858
"1625","SMC00190",2008,0.41560858,689.541481851482,"Peak_2","HB",0.51560858,0,"HB",-2502.64689005328,1333.56522827593,"No","No",93.3988401531965,"Type D",0.41560858
"1626","SMC01158",2009,0.49183638,496.054886779887,"Peak_2","NAT",0.59183638,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.49183638
"1627","SMC08094",2012,0.49320633,-7943.91201298701,"Peak_2","SB2",0.59320633,0,"NAT",-1230.88294709613,524.783859526413,"No","No",84.505330055471,"Type D",0.49320633
"1628","SMC08094",2012,0.49320633,-7943.91201298701,"Peak_2","SB2",0.59320633,0,"SB2",-1623.11278299025,823.721326300524,"No","No",79.5678403746577,"Type D",0.49320633
"1629","SMC09118",2013,0.38672401,-7943.91201298701,"Peak_2","SB2",0.48672401,0,"NAT",-1230.88294709613,524.783859526413,"No","No",84.505330055471,"Type D",0.38672401
"1630","SMC09118",2013,0.38672401,-7943.91201298701,"Peak_2","SB2",0.48672401,0,"SB2",-1623.11278299025,823.721326300524,"No","No",79.5678403746577,"Type D",0.38672401
"1631","SMC02152",2010,0.53676253,-487.4171999667,"Peak_2","NAT",0.63676253,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.53676253
"1632","SMC05332",2012,0.66888292,544.738321012321,"Peak_2","SB1",0.76888292,0,"NAT",-1230.88294709613,524.783859526413,"No","No",3.6631279122837,"Type B",0.66888292
"1633","SMC05332",2012,0.66888292,544.738321012321,"Peak_2","SB1",0.76888292,0,"SB2",-1623.11278299025,823.721326300524,"No","No",51.2141324608395,"Type D",0.66888292
"1634","SMC13391",2012,0.88988338,-98.4056327006326,"Peak_2","NAT",0.98988338,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.88988338
"1635","SMC03110",2011,0.60435928,-391.556302197802,"Peak_2","NAT",0.70435928,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.60435928
"1636","SMC04682",2011,1.07793013,-162.602603063603,"Peak_2","NAT",1.17793013,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",1.07793013
"1637","SMC08150",2014,0.73153765,110.634621545122,"Peak_2","NAT",0.83153765,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.73153765
"1638","801M16973",2018,0.73132663,733.462221445219,"Peak_2","NAT",0.83132663,0,"NAT",-1230.88294709613,524.783859526413,"No","No",28.451139788444,"Type D",0.73132663
"1639","SMC04532",2012,0.64466926,-363.069322344322,"Peak_2","HB",0.74466926,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.64466926
"1640","SMC04532",2012,0.64466926,-363.069322344322,"Peak_2","HB",0.74466926,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.64466926
"1641","905M21721",2015,0.67998428,477.626798867799,"Peak_2","NAT",0.77998428,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.67998428
"1642","906M21770",2018,0.61784957,288.948968864469,"Peak_2","HB",0.71784957,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.61784957
"1643","906M21770",2018,0.61784957,288.948968864469,"Peak_2","HB",0.71784957,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.61784957
"1644","SMC01772",2012,0.5946632,350.772768398268,"Peak_2","HB",0.6946632,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.5946632
"1645","SMC01772",2012,0.5946632,350.772768398268,"Peak_2","HB",0.6946632,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.5946632
"1646","SMC01824",2012,0.60387461,-34.979111055611,"Peak_2","HB",0.70387461,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.60387461
"1647","SMC01824",2012,0.60387461,-34.979111055611,"Peak_2","HB",0.70387461,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.60387461
"1648","SMC03646",2013,0.53242816,-627.160135364634,"Peak_2","HB",0.63242816,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.53242816
"1649","SMC03646",2013,0.53242816,-627.160135364634,"Peak_2","HB",0.63242816,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.53242816
"1650","SMC06863",2011,0.9775222,-153.714181152181,"Peak_2","NAT",1.0775222,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.9775222
"1651","SMC16045",2012,0.50959439,73.4874663669665,"Peak_2","HB",0.60959439,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.50959439
"1652","SMC16045",2012,0.50959439,73.4874663669665,"Peak_2","HB",0.60959439,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.50959439
"1653","402M00002",2015,0.70665225,-1543.64476456877,"Peak_2","NAT",0.80665225,0,"NAT",-1230.88294709613,524.783859526413,"No","No",20.2612559995312,"Type D",0.70665225
"1654","SMC01320",2022,1.01914883,-57.3207066267066,"Peak_2","NAT",1.11914883,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",1.01914883
"1655","SMC02656",2018,0.46463614,-199.844153180153,"Peak_2","HB",0.56463614,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.46463614
"1656","SMC02656",2018,0.46463614,-199.844153180153,"Peak_2","HB",0.56463614,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.46463614
"1657","801M16957",2019,0.48212764,10.7111252081251,"Peak_2","NAT",0.58212764,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.48212764
"1658","412M08602",2015,0.41044659,-627.160135364634,"Peak_2","HB",0.51044659,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.41044659
"1659","412M08602",2015,0.41044659,-627.160135364634,"Peak_2","HB",0.51044659,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.41044659
"1660","412M08616",2016,0.48068983,73.3742730602731,"Peak_2","HB",0.58068983,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.48068983
"1661","412M08616",2016,0.48068983,73.3742730602731,"Peak_2","HB",0.58068983,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.48068983
"1662","SMC17056",2009,0.72649786,-353.971951714952,"Peak_2","NAT",0.82649786,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.72649786
"1663","SMC04294",2013,0.78366223,44.0181100566101,"Peak_2","NAT",0.88366223,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.78366223
"1664","412M08642",2018,0.69076579,-631.680372127872,"Peak_2","HB",0.79076579,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.69076579
"1665","412M08642",2018,0.69076579,-631.680372127872,"Peak_2","HB",0.79076579,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.69076579
"1666","404M04672",2020,0.7231196,966.287653346652,"Peak_2","NAT",0.8231196,0,"NAT",-1230.88294709613,524.783859526413,"No","No",45.6907208004914,"Type D",0.7231196
"1667","SMC05968",2020,0.92788204,-213.916558275058,"Peak_2","NAT",1.02788204,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.92788204
"1668","906M21758",2017,0.76665115,1702.25892357642,"Peak_2","NAT",0.86665115,0,"NAT",-1230.88294709613,524.783859526413,"No","No",69.1713256862328,"Type D",0.76665115
"1669","SMC05407",2011,1.01209826,-79.0901521811521,"Peak_2","NAT",1.11209826,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",1.01209826
"1670","403M05774",2016,0.76272586,-327.476374625374,"Peak_2","NAT",0.86272586,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.76272586
"1671","SMC01979",2011,0.94480292,-51.5308894438895,"Peak_2","NAT",1.04480292,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.94480292
"1672","SMC03929",2012,0.73059828,28.855048118548,"Peak_2","NAT",0.83059828,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.73059828
"1673","SMC06740",2013,0.52573471,-428.590473692974,"Peak_2","HB",0.62573471,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.52573471
"1674","SMC06740",2013,0.52573471,-428.590473692974,"Peak_2","HB",0.62573471,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.52573471
"1675","SMC22521",2013,0.49731068,73.4874663669665,"Peak_2","HB",0.59731068,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.49731068
"1676","SMC22521",2013,0.49731068,73.4874663669665,"Peak_2","HB",0.59731068,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.49731068
"1677","SMC00236",2021,0.44057374,83.4721581751583,"Peak_2","HB",0.54057374,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.44057374
"1678","SMC00236",2021,0.44057374,83.4721581751583,"Peak_2","HB",0.54057374,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.44057374
"1679","412M08646",2019,0.63867762,144.14242024642,"Peak_2","HB",0.73867762,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.63867762
"1680","412M08646",2019,0.63867762,144.14242024642,"Peak_2","HB",0.73867762,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.63867762
"1681","SMC12862",2019,0.36552573,-410.214877455878,"Peak_2","HB",0.46552573,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.36552573
"1682","SMC12862",2019,0.36552573,-410.214877455878,"Peak_2","HB",0.46552573,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.36552573
"1683","SMC04121",2012,0.51538713,70.4814673659673,"Peak_2","NAT",0.61538713,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.51538713
"1684","SMC04880",2012,0.9317443,-24.1573123543124,"Peak_2","NAT",1.0317443,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.9317443
"1685","901M14134",2016,0.66986137,-8.77042107892109,"Peak_2","NAT",0.76986137,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.66986137
"1686","SMC00345",2011,0.5701193,-66.3725765900765,"Peak_2","NAT",0.6701193,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.5701193
"1687","SMC02988",2014,0.64388338,-296.986778887779,"Peak_2","HB",0.74388338,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.64388338
"1688","SMC02988",2014,0.64388338,-296.986778887779,"Peak_2","HB",0.74388338,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.64388338
"1689","SMC07085",2011,0.46263341,73.4874663669665,"Peak_2","HB",0.56263341,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.46263341
"1690","SMC07085",2011,0.46263341,73.4874663669665,"Peak_2","HB",0.56263341,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.46263341
"1691","402M00042",2017,0.66807478,-144.203689310689,"Peak_2","NAT",0.76807478,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.66807478
"1692","402M00009",2015,0.28871308,1243.63397036297,"Peak_2","NAT",0.38871308,0,"NAT",-1230.88294709613,524.783859526413,"No","No",57.8023862299895,"Type D",0.28871308
"1693","906M23361",2019,0.68469947,479.045781052282,"Peak_2","NAT",0.78469947,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.68469947
"1694","402M00127",2019,0.65418093,-104.268286047286,"Peak_2","NAT",0.75418093,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.65418093
"1695","404M07372",2019,0.52934004,-270.867028138528,"Peak_2","NAT",0.62934004,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.52934004
"1696","802M17015",2020,0.95669495,-56.9353203463203,"Peak_2","NAT",1.05669495,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.95669495
"1697","404M07368",2018,0.46191342,-302.770842990343,"Peak_2","NAT",0.56191342,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.46191342
"1698","904M21713",2015,0.50790164,-99.2972569097569,"Peak_2","HB",0.60790164,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.50790164
"1699","904M21713",2015,0.50790164,-99.2972569097569,"Peak_2","HB",0.60790164,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.50790164
"1700","SMC01257",2011,0.68267913,27.8903568098568,"Peak_2","SB2",0.78267913,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.68267913
"1701","SMC01257",2011,0.68267913,27.8903568098568,"Peak_2","SB2",0.78267913,0,"SB2",-1623.11278299025,823.721326300524,"Yes","No",NA,"Type D",0.68267913
"1702","801M12625",2015,0.39757171,-6425.67603962703,"Peak_2","HB",0.49757171,0,"NAT",-1230.88294709613,524.783859526413,"No","No",80.8443043268086,"Type D",0.39757171
"1703","801M12625",2015,0.39757171,-6425.67603962703,"Peak_2","HB",0.49757171,0,"HB",-2502.64689005328,1333.56522827593,"No","No",61.0523955048543,"Type D",0.39757171
"1704","SMC01912",2012,0.40445942,181.375130702631,"Peak_2","HB",0.50445942,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.40445942
"1705","SMC01912",2012,0.40445942,181.375130702631,"Peak_2","HB",0.50445942,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.40445942
"1706","SMC02206",2011,0.52646484,-96.3032340992339,"Peak_2","SB2",0.62646484,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.52646484
"1707","SMC02206",2011,0.52646484,-96.3032340992339,"Peak_2","SB2",0.62646484,0,"SB2",-1623.11278299025,823.721326300524,"Yes","No",NA,"Type D",0.52646484
"1708","SMC02417",2011,0.5792463,-99.2972569097569,"Peak_2","HB",0.6792463,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.5792463
"1709","SMC02417",2011,0.5792463,-99.2972569097569,"Peak_2","HB",0.6792463,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.5792463
"1710","SMC05524",2011,0.63736343,-244.470278887779,"Peak_2","SB2",0.73736343,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.63736343
"1711","SMC05524",2011,0.63736343,-244.470278887779,"Peak_2","SB2",0.73736343,0,"SB2",-1623.11278299025,823.721326300524,"Yes","No",NA,"Type D",0.63736343
"1712","412M08638",2017,0.99199514,-283.987480852481,"Peak_2","NAT",1.09199514,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.99199514
"1713","412M08640",2018,0.3487884,127.809467698968,"Peak_2","HB",0.4487884,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.3487884
"1714","412M08640",2018,0.3487884,127.809467698968,"Peak_2","HB",0.4487884,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.3487884
"1715","403M01625",2020,0.95499837,-360.818854312354,"Peak_2","NAT",1.05499837,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.95499837
"1716","SMC01726",2019,0.42642806,416.115367132867,"Peak_2","HB",0.52642806,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.42642806
"1717","SMC01726",2019,0.42642806,416.115367132867,"Peak_2","HB",0.52642806,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.42642806
"1718","907M23362",2017,0.8851193,-64.8472708957709,"Peak_2","NAT",0.9851193,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.8851193
"1719","SMC03222",2012,0.58573482,-15.3868644688645,"Peak_2","HB",0.68573482,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.58573482
"1720","SMC03222",2012,0.58573482,-15.3868644688645,"Peak_2","HB",0.68573482,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.58573482
"1721","SMC04175",2009,0.8362015,-98.4056327006326,"Peak_2","NAT",0.9362015,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.8362015
"1722","403M05795",2017,0.87747204,-433.159886113886,"Peak_2","NAT",0.97747204,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.87747204
"1723","404M04599",2016,1.02408172,-247.606551781552,"Peak_2","NAT",1.12408172,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",1.02408172
"1724","404M07346",2015,0.65191934,327.684121045622,"Peak_2","NAT",0.75191934,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.65191934
"1725","408M03019",2015,0.71478848,-292.449822677323,"Peak_2","SB0",0.81478848,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.71478848
"1726","408M03019",2015,0.71478848,-292.449822677323,"Peak_2","SB0",0.81478848,0,"SB2",-1623.11278299025,823.721326300524,"Yes","No",NA,"Type D",0.71478848
"1727","906M23318",2015,0.40645762,496.535230769232,"Peak_2","NAT",0.50645762,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.40645762
"1728","SMC00476",2009,1.0184354,-281.376306027306,"Peak_2","NAT",1.1184354,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",1.0184354
"1729","SMC01452",2010,0.39455766,144.14242024642,"Peak_2","HB",0.49455766,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.39455766
"1730","SMC01452",2010,0.39455766,144.14242024642,"Peak_2","HB",0.49455766,0,"HB",-2502.64689005328,1333.56522827593,"Yes","No",NA,"Type D",0.39455766
"1731","SMC04399",2009,0.64968236,-1543.64476456877,"Peak_2","NAT",0.74968236,0,"NAT",-1230.88294709613,524.783859526413,"No","No",20.2612559995312,"Type D",0.64968236
"1732","SMC06302",2012,0.53709324,-96.3032340992339,"Peak_2","SB2",0.63709324,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.53709324
"1733","SMC06302",2012,0.53709324,-96.3032340992339,"Peak_2","SB2",0.63709324,0,"SB2",-1623.11278299025,823.721326300524,"Yes","No",NA,"Type D",0.53709324
"1734","SMC11727",2010,0.90018908,-147.334155344655,"Peak_2","NAT",1.00018908,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.90018908
"1735","911M24945",2017,0.74180933,-34.3284607059608,"Peak_2","NAT",0.84180933,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.74180933
"1736","SMC13214",2013,0.45440705,-7943.91201298701,"Peak_2","SB2",0.55440705,0,"NAT",-1230.88294709613,524.783859526413,"No","No",84.505330055471,"Type D",0.45440705
"1737","SMC13214",2013,0.45440705,-7943.91201298701,"Peak_2","SB2",0.55440705,0,"SB2",-1623.11278299025,823.721326300524,"No","No",79.5678403746577,"Type D",0.45440705
"1738","405PS0030",2021,0.71424503,-213.916558275058,"Peak_2","NAT",0.81424503,0,"NAT",-1230.88294709613,524.783859526413,"Yes","No",NA,"Type A",0.71424503
"1739","403M01629",2020,0.83371596,-82.6693121878123,"Peak_2","NAT",0.93371596,0,"NAT",-1230.88294709613,524.783859526413,"Yes","Yes",NA,"Type X",0.83371596
